original,rephrased
Really stressed at the moment but I know that this will pass and I'll get everything sorted out.,pile on paperwork and audits when we want to just spend time caring for patients the way we want? Why do managers feel the need to pile on paperwork and audits when we want to just spend time caring for patients the way we want?
"This semester is killing me, but I know when it's I'll look back proud",Anything else wanna go wrong in my life or in my family life? Seriously beyondpissed.
I don't feel too well tonight but maybe things will look better in the morning.,It's so hard to please everyone; only so much I could do in so little time!
Just a few more days of finals and then I can rest,Can I just sleep all week and not see anyone or deal with anyone :(
I‚Äôm fevered and relieved that God has helped me enough.,It's almost birthday and I have absolutely no idea on what I should get him. But I'm sure he'll love it.
"I'm exhausted, but I can't sleep. Tomorrow I'm going to cut back on coffee afternoon to improve my sleep.",s really hard being a girl.. Like I can't decide which curly weave to get.. Like I can't decide on which curly weave to get.
School is difficult but it will get better as time go by.,"Adv. Comp is so lame. Seriously, do we need the whole thing done by tomorrow? I'm so confused."
I hope I stop worrying about school so much and start focusing on the positives.,"I'm so stressed cos everyone's skint and I'm skint and no one can afford a dress, I swear I could cry."
I feel like my life could be a little more organized if I didn’t depend so much on PLL.,a report on obesity and all I have done is eat exams :(( ha am writing a report on obesity and all I have done is eat exams :(( ha am writing a report on obesity and all I have done is eat exams
Having the need of someone else in hard times is a feeling which is normal for people to have.,"OMG at grumpy children! She scratched me so I put her down, now wailing. He's shouting 'drink mummy drink' argh!"
"Whenever I get upset at myself, I take a deep breath and give thanks for being alive.",Who knew trying to go back to on campus classes would be so hard after having a baby momproblems
"As soon as the day is over, I can relax watching TV.",I'm wide awake!!! If I'm not asleep by 5am (highly likely) I'm getting up as no point staring at the ceiling any longer!
"Trying to write you a letter, so I can express my emotions better.",". I wish I was lying on the beach right now, even though I have a love hate relationship with sand. I wish I was lying on the beach right now, even though I have a love hate relationship with sand."
I have a clash in my university timetable but I'm sure it won't take much effort to change.,of times that I curse an excessive amount. Just when repeating my notes out over and over I just noticed I curse an outrageous and unnecessary amount. Just when repeating my notes out over and over I just noticed I curse an outrageous and unnecessary amount. Just when repeating my notes out over and over I just noticed I curse an outrageous and unnecessary amount. Just when repeating my notes out over
"I am sorry about the school not getting cancelled, and I am looking forward to changing the schedule.","I missed one day from being sick, and I already feel so behind with school work. I missed one day from being sick, and I already feel so behind with school work."
"Sometimes I dread that this semester may in fact kill me, but I know I will survive it and hope that things will be better next semester",G for Christmas. I finally know what am getting G for Christmas. Just don't know what I am getting anyone else for Christmas.
"Wish there was another car so, it was easier on us. Excited to buy one",As soon as I got my number and pin running properly I've got idiots trying to make convo..erm NO I DON'T KNOW YOU ANYMORE SORRY!
"It is difficult to have Spanish tests and accouting quizzes on the same day, but I can manage both.",Sometimes health and fitness is really all I think about and frankly I'm exhausted from it tookovermylife.
I need to have more patience when I'm waiting to see my marks.,These next couple of weeks - especially next weekend is going to be the ultimate test of whether I can handle this.
"I may have broken a leg, but at least I’m still beautiful.","Lost my temper w/ the baby. Guess I gotta put a dollar in the ""bad mom"" jar."
I need to learn that other's people problems don't affect me and shouldn't keep me awake at night.,for putting ALL this homework on us when we haven't hardly turned in anything all semester soannoyed. Thanks for putting ALL this homework on us when we haven't turned in anything all semester soannoyed.
"Taking my dog to the vet, so we can figure out what is wrong, and get him better.",to basketball is so that I can get my mind off of things. Annoyed. Looking forward to basketball is the only reason why I am looking forward to basketball is so I can get my mind off of things.
"I am going to go out for an extra long weekend, if I feel I have not done well on this test tomorrow! Holiday screwmath",I have some homework but I feel like I going to pass out ill. I have some much homework but I feel like I going to pass out ill.
I hope I am able to complete my work early so that I can have a good night's sleep tonight.,today has been stressful! I think I need a spa day when this bloody fmp is over! Well today has been stressful! I think I need a spa day when this bloody fmp is over!
This web design class is challenging but luckily it is a short class.,least my kidneys are ok. At least my kidneys are ok. At least my kidneys are ok. At least my kidneys are ok. At least my kidneys are ok.
"I agree when they say that getting a degree is like being unemployed, it's a sad reality.","that when you build a bed the instructions are so difficult to understand? They may aswell be in Chinese for all i care, but I can understand them."
It seems that all my exams arein the same week.! my professor could have given me the study guides earlier but not to wait until 2 days before the exam.,So much going on in this little head of mine confused anxious excited nervous not sure which one to feel
Having a lot of bad emotions right now but I am sure it's going to get better,straight up droid to an iPhone will give you a headache!! Holy crap going from straight up droid to an iPhone will give you a headache!
"Today has been hard, but I am still thankful for my children.",Hoping I don't fail all my midterms today.still wondering why I took advanced classes :( Hope I don't fail all my midterms today.hoping I don't fail all my midterms today.still wondering why I took advanced classes
"My lip sore is quite bad, and I hope to recover from it soon.",Please let these cold symptoms go away I can not get sick this week toomuchtodo.
Hard weeks like this where I wake up early every day leaves me with a very relaxing weekend.,"All I'm doing this weekend is homework, homework, homework, and more homework Can't wait until this semester is over!"
Woking full time is a shock but the holiday’s planned will be amazing.,thought I was done with having problems with other girls. I thought I was done with having problems with other girls. Guess I was wrong.
"When I feel competitive or jealous of others, I try to take advantage of it to become better.",and coughing. I hope I have not caught the virus. I have been under stress lately so that could be why to. sick and coughing. I hope I have not caught the virus.
I will better plan my assignments and take time to see my family.,not sure what to do. A thing happened. I am. Hard to sleep. Things to deal with. A thing happened. I am. Hard to sleep. Things to deal with.
"I have a lot of deadlines this week, so I'm buckling down and getting them done.",I wish I had more homework. That way I wouldn't be so busy I wouldn't realize how tired I am.
"I'm stressed, but I know I can avoid drinking.",Trying to find a decent laptop in my price range with the features I want/need is like trying to find rocking horse shite.
"There's always something to annoy me, today it's the car. But, instead of get stressed out, I'll pay more attention to things that make me feel good.",Not a good mood is within me.I need advice/ heart to hearts/ someone to cheer me up.
"My week wasn't that good. Lost someone that meant a lot to me, my pup about died, and my heel is screwed up again. But I know these difficulties make me a stronger person.",to think that every decision we make in the next year could completely change our life's course.
Im exhausted but at least I get to have a long sleep on the weekends.,ed myself into a stomach ache. Sad part I knew I was doing it. I just snacked myself into a stomach ache. Sad part I knew I was doing it.
"College should be free, and the experience of interviews and scholarship deadlines less stressfull.",t want to make any more big girl decisions. I don't want to make any more big girl decisions. Can't I just be a kid again.
"I'm ambitious and have a lot to get done, I'd like to learn to be more organized so that I remember everything I need to do.","So frustrated with my jobs. I get no respect, costumers always complain, and I hate that I always work my butt off for nothing."
At least if I don't see the spider I can pretend that there is no spider in the room.,I'm over all of this. My brain and my heart can't agree and it feels like they're fighting in my stomach. I'm over all of this. I'm over all of this. My brain and my heart can't agree and it feels like their fighting in my stomach. I'm over all of this. I'm over all of this. My brain and my heart can't agree and it feels like their fighting in my stomach.
When I tried to return my jacket the customer service could've have been better. Maybe next time it will be less stressful.,so many changes are being made in my life. I'm not sure how I can deal but doing the best way I know how to.
I'm quite certain of what to do for the rest of my life.,"a real crap day, horrible from the first minute to the last. I've had a real crap day, horrible from the first minute to the last. I've had a real crap day, horrible from the first minute to the last."
I get to reexperience an old contest I held so valuably.,"This project is taking me forever, and I haven't studied for my test tomorrow. I'm tired, and I haven't studied for my test tomorrow. I'm tired, and I haven't studied for my test tomorrow."
"I'm getting a little demotivated for school, but break is coming up soon.",'s guest and topic! I am finally getting confirmation for next week's guest and topic! Late breaking news - I am finally getting confirmation for next week's guest and topic! I am finally getting confirmation for next week's guest and topic!
"The day has gone by quickly, and I will do better next week.","when I type my URL all I get is a page that says 'Sorry, this store is no longer available' Why???"
I haven't even started them I hope I finish it on time,? Me? I sit on my couch trying not to cry while eating an entire pack of pepperoni. Me? I sit on my couch trying not to cry while eating an entire pack of pepperoni.
I will feel so much better once it stops.,", 1 exam down, 4 exams and a 7-10 page paper to go. Winter break is still way too far away, but I know I can do it."
"Even though spring semester seems harder than fall, I'm open to the challenge and improving my studies. So blessed.",I need to start applying for internships too!! I wonder if would take me in Or :( studentlife
We have to change our bad days better.,I hate finals so much. stressed fml gonnadropout just kidding but damn I am not feeling jolly right now.
"I'm taking my permit test tomorrow. Now, I'm feeling unprepared, but I know it's just my anxiety talking, and I'll do great tomorrow!",I have interviews Monday and Thursday. I have a 5-7 page paper due Wednesday. I have a journal and presentation due Wednesday. I have interviews Monday and Thursday. I have interviews Monday and Thursday. I have a 5-7 page paper due Wednesday. I have a journal and presentation due Wednesday.
I hope I have some time to relax over the holidays.,I would love a crystal ball or a time machine right now To know if all of this effort will get me anywhere. I would love a time machine or a crystal ball right now To know if all of this effort will get me anywhere.
I've been sick a lot this year but that has given me a chance to spend more time at home with my loving family.,"a couple of years of really bad mental health put me in this debt pit.. Please universe, let me find some reliable, decent paying work so I can get out of this debt pit that a couple years of really bad mental health put me into."
"College is stressful at the moment but ive improved so much, it will be great for my career.","I'm tired, and I haven't slept well the past couple of days. Going to bed! I'm tired, and I haven't slept well the past couple of days. I'm going to get some sleep."
I will be so happy when it is over!,"I wish I wasn't in this truck, would rather be on the field to get stuff off my mind."
I will have to work on my exam review all night but it is worth it to get a good job later.,Its 8pm and im in bed ready to sleepI hate school and all the stress that comes along with it feelinginthepressure
The sudden urge to go out for a run is awesome! I wish it wasn't rare.,that neither me nor my hubby haven't gotten any mail in the past 1.5wks? and I'm waiting on something. Should I be worried that neither me nor my hubby haven't gotten any mail in the past 1.5wks? and I'm waiting on something! should I be worried that neither me nor my hubby haven't gotten any mail in the past 1.5wks? and I'm waiting
"Going forward, I hope United is better at picking out young talent early and strengthen the team.",Tired of feeling depressed I seem to do everything right but at the end of that day I feel like I'm doing everything wrong stressed..
I am too stressed at the moment I should take some time to myself then I know my skin will improve.,WTF is going on here? Get your ass back up and keep trying or else everything is going to fall on you momma!
This has been a hard time with a lot to learn but I am learning about my limits.,emoji is the one that's sobbing hysterically. are over and I'm sobbing. are over and I'm sobbing hysterically. are over and I'm sobbing hysterically. are over and I'm sobbingoji is the one that's sobbing finals are over finals are over. finals finals finals
When it comes to packing for trips I get anxious and I have to check and recheck all my stuff about 10 times. On the bright side i never forget anything.,This guy looked up a graph showing historical sea levels to talk about the origin of the flood myths why stop crying toomuch
"I'm broke, have nothing to do and have no one to speak with. I'm sick of it but I know it's a passing phase and have to break out of this temporary shell",I got dumped with problems and I'm not even on the clock. I'm going to start leaving later for work. I'm not even on the clock.
"You have to be strong and face this moment in life, I can't let it get out of hand and put me down.","corrie paul is annoying me, karl is scaring me, dev is irritating and kirsty is creeping me out."
I can't sleep but the run I will go on in a few hours will feel really good.,"I've had my university shut, my work shut and my Mothers Day gig cancelled in one week. This is TERRIFIING!! Stay inside please people, everyone needs this to be over so they can earn a living again!"
It ‘s bad that I can't do a thing about the money taken from my account as today is a holiday. But my problem will be solved tomorrow.,too much to do from now and the end of the year.. have too much to do from now and the end of the year. I seriously have too much to do. I seriously have too much to do from now and the end of the year. I seriously have too much to do from now and the end of the year. I seriously have too much to do
"Dealing with my son's sickness can be overwhelming, but I'm grateful for being able to look after him.","I'm frustrated, stressed, venting, validate, centered adult course of action. Gotta accept. Still frustrated, stressed, venting, whatever. Gotta accept."
This week has not been that good and it would do me good to hibernate for a few days.,All Im focused on at the moment is feeling normal but at this point I am not sure what that feels like.
Working is something you have to prepare for your life.,activation system is down while I'm trying to have my service installed and activated. Justmyluck fml annoyed activation system is down while I'm trying to have my service installed and activated. Justmyluck fml annoyed
"Omg stressed out, at work but need to be at home packing and getting ready to my travel to Singapore.",This week has been insane. I do not want a repeat of this poop hole week.
I don't know what I'm going to do feel hopeless,Oohh yeap.. I hate THIS WEEK! Why? Because I wake up very early and I lost all ur tweets! But I'm glad it's over.
Getting a foot massage tonight as a valentines day present! Relax,the power at work went out and the entire restaurant was pitch black. all the tvs and computers were down. and the grills were down.
"It is normal to have it easier to focus on fitness when there is no school, because everything has it's own time.",or Calculus or Piano or Twitter or Cake Boss or Grey's Anatomy or College Applications or Reviews or Physics?
"I have good values, and I am an honest person, so everything will work out that's more important than getting my way.",the waiting room of BI in Boston. I am growing fond of the waiting room of BI in Boston sick husband feel better ugh out. I am growing fond of the waiting room of BI in Boston. I am growing fond of the waiting room of BI in Boston sick husband feel better ugh out
I am behind as I didn't do my lab report for BioChem today. Hope to finish it tonight.,"do you think I'll be able to do a 2 page essay by tmmr? It's currently 8:45pm where I'm currently sitting, and it's currently 8:45pm where I'm sitting. Okay Tristan, do you think I'll be able to do a 2 page essay by tmmr? It's currently 8:45pm where I'm sitting, and it's currently 8"
I hope Berdych has better luck going forward and does not take to heart the comments made by the Czech media.,I need a punching bag to take my anger out on instead of you imsorrybabe upset nobodytalktome
"Just 9 days - I won't have any more homework, and I'll be done with school!",today has been more business talks than the whole of my 2015! Stressed iNeedToThink Today has been more business talks than the whole of my 2015! Stressed iNeedToThink
"Having a sore throat during finals is no fun, but at least the end of the semester is in sight!",I have a biology exam tomorrow. I hope I get the grades!
I need to learn to not procrastinate.,it's important to distinguish between stress and anxiety. We all need a little bit of stress. Education on the psychosomatic symptoms is important in identifying when to take proactive steps to intervene.
My home life is stressful at the moment but at least I have a home - I am grateful for that.,'m the only one making this effort and when it comes down to it all I won't get the last say..
"My to-do list is ridiculously long, and I am excited for that as I have been prepared for days like this.","I feel like I shouldn't complain, but this laptop is so heavy and half of the trackpad doesn't work."
"I'm not sure my family and friends realise how much I need them right now, I will talk to them today to make my feelings more clear and help make sure I get the support I need.","Constant internal battle between good and bad, right and wrong, what I should and shouldn't do."
Miley cyrus is an amazing song writer she really has helped me through finals.,I don't know what to do anymore. I hate you one second and I miss you the next. I don't know what to do anymore :( BabyMamaDramaDrama
"When I finish my work for tomorrow, I can have all the distraction possible!",When you think its saturday and not friday so you wake up at 5 to get shower and ready and find out you fucked up.
You get it KatawaShoujo uploaded a few hours early my grandmother to emergency,So my college enrollment deposits are due in 2 days and I still don't know where I'm going yet. So my college enrollment deposits are due in 2 days and I still don't know where I'm going yet.
"I get a new opportunity to achieve my goals, even If I fail again, I won't let that affect me, and keep improving!",All I can think about is what I need to say to you.
I know that when I calm down I can continue with my tasks.,I'm fed up of stupid 2 faced people. About mocks too. Got so much stuff going on I hate it.
The he30 boiler is pretty bad and the makers need to examine it again to fix it.,early 2night! I have finals and the stupid dinner Dance tomorrow and I have to get everything done history finals and the stupid dinner Dance tomorrow and I have to get everything done history finals and the stupid dinner Dance tomorrow and I have to get everything done history finals and the stupid dinner Dance tomorrow and I have to get everything done history finals and the stupid dinner Dance tomorrow and I have to get everything done history finals and the stupid dinner Dance tomorrow and I have to
I'm stresed about thesis but I'm brave enough to change approach on subject at last minute,Just hasn't been my kinda day these past few days. Too much disappointment and frustration for my stress level.
The fact that I spent a lot of money means I had money to spend,thing I have ever had to do was console my mother when she was crying so hard it took her breath away! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day! moving day!
Just five months to 2014 and a new phase for me.,. Got on the wrong train. For god sake. I need to be somewhere. AboutToCryInPublic :( This really isn't my day. Got on the wrong train. For god sake. I need to be somewhere.
"One more thing to do before bed, and I'm off to sleep!!!","don't feel bad for self-medicating during finals week. Pick your drug- coffee, fast food, NyQuil. Power to ya."
Looking at my bank account balance gives me the motivation to work hard and get out of debt.,It's gameday when you look down at your phone and have 15 new messages from. lifeofaGamecock
So much to do; so little time. That's the reason I'm so ! An additional hour in the day would help. I believe I'm going to take a couple of days!,". I'm stressed, tired, and heart broken. Quit messing with me otherwise I'm just gonna get worse. I'm bitchy. I'm stressed, tired, and heart broken. Quit messing with me otherwise I'm just gonna get worse."
I need to rest so that my stress decreases so I can continue my tasks,I hate when your head and heart tell you to do two different things confused.
I'm so thankful for the opportunity to listen to Drake when I'm feeling bored or down.,Can it be Friday already? Today is going to be crazy! Feeling every emotion right now.
"Going through a rough patch at the moment, but it will get better.",Toshiba laptops what a let down!! I'm going to buy a new laptop I expect it to work not everything go wrong with it in the first 7-8weeks! Toshiba laptops what a let down!!
I am sick and tired but I know I have it in me to make it through today.,am i about to barf thinking about getting these bts tickets tomorrow? yes. am i also trying not to think about it as to not but bad vibes out into the world? also yes.
Probably not a good idea to crack into my dads crate of beer before my interview tomorrow but it's happening. At least I'm relaxing and will be renewed for tomorrow.,Nothing like having to restart the biggest project of my life the night before its due because of technology issues CanICryNow.
"It's ok to rest a bit, with a fresh mind I will be able to study for tomorrow's exam, and get an A!",My diet this week will consist of alcohol day and night all day every day.
"I am really furious at the moment, but I know I will cool down soon.",It's hard to stay focused on studying whenever there's only one thing on my mind.
The week will be over soon. I will make it through.,"3rd mainland bridge! got hit, reversed on a bridge!! got hit, reversed on a bridge! got hit, got hit, reversed on a bridge! 3rd mainland bridge! got hit, reversed on a bridge!gating cars, there I was thinking I was thinking I'm a bad driver."
"One of the few things getting me through today is that I get to see my baby bear tomorrow. I love him so much, He makes everything worth it.",Do you ever just sit and question every choice and decision you have made?
"It may have taken me longer than others to decide what I wanted to do with my life, but now that I have, the sky is the limit!",I don't get it when bitches think it's cute to act dumb like no gfo now.
I'm trying to get myself ready for the next 4 weeks.,a place to rent for a month in noida is impossible.. annoyed lastminutechange.com..com..com..com.. annoyed Trying to find a place to rent for a month in noida is impossible.. annoyed.com.. annoyed Trying to find a place to rent for a month in noida impossible
"I dropped the whole roll of toilet paper in the toilet, Im sure I am not the first person to do this",deal with life today. Can I put up some sort of away message to let people know I'm taking the day off? Can I put up some sort of away message to let people know I'm taking the day off?
I’ll just wait till I get some exercise and wipe out the bad in the day!,"scan yesterday for possible suspected endometriosis or polycystic ovaries and as he was scanning my tummy he said ""huhthat's not normal I cant find your womb"" Now what the fuck does that mean?"
I have had a blip today in my studies although I am going to try my best to keep up my hard work.,Half the paint ended up over me! I've been painting the living room all bloody morning. Half the paint ended up over me! I've been painting the living room all bloody morning. Half the paint ended up over me!
I need to have my thesis idea and ways to defend it by tomorrow and I hope I succeed in it.,"Been stressed and anxious for two days now, I've had one small snack in that time LoveAnxiety"
We should complete our shopping as soon as possible.,n't enough hours in the day to do all the things I need to do. There aren't enough hours in the day to do all the things I need to do..n't enough hours in the day to do all the things I need to do.. to do all the things I need to do.............
"I hope my computer would go back to how it was before crashing, So that I don’t miss anything in the finals’ week.",Life's Like A Maze Getting Lost Or Going In The Wrong Directions To Get To Your Goal!
I hope I have better luck in my job search so that I am successful in finding a job soon.,once one thing goes bad it causes a chain reaction so then everything starts going bad. I feel like once one thing goes bad it causes a chain reaction so then everything starts going bad hateit.
Lucky that I have a warm bed to sleep in even though I cant quite get the temperature right for my feet.,I hate the weeks I have exams! Too much to do to little of time!
"When you are not sure about something, trust your instinct and take your time to make a decision, everything will be fine.","need strength to get thru this 8 hours, and then still go home and be a mom. Ugh. Need strength to get thru this 8 hours, and then still go home and be a mom."
Thing's haven't gone the way that I wanted them to go but at least I've learnt skills for the future.,The American Institute Of Stress Over 90% of disease is CAUSED or COMPLICATED by stress.
"Even though I'm torn between these two choices, I'm just glad I have the freedom to choose.",I know it's a bad idea to open bills/emails after work instead of turning music on and waiting until tomorrow! But I'm glad I'm not the only one who does this.
I'm going to use my time more productively from now on.,I hate having to spell words you can't even pronounce on the test biomajorprobs gonnafail
"I have to study more for the mock exams, I'll be calmer and more confident at the time of the exam.",everything insists on breaking. I really don't want to have to ring IT Support again. frustrated. I really don't want to have to ring IT Support again.
"Cigarettes are bad for me, and I need to work on quitting them soon.",t like it when people get annoyed with me and don't tell me why. I don't like it when people get annoyed with me and don't tell me why. I want to fix the problems I have.
I hope things work out in my favor in the next two days so that my life turns out better.,i need to buy a pet A$AP so i can dress him up for Halloween seriously i need to buy a pet A$AP so i can dress him up for Halloween seriously i need to buy a pet A$AP so i can dress him up for Halloween seriously i need to buy a pet A$AP so i can dress him up for Halloween seriously i need to buy a pet A$AP so i can
All my websites are down but they will be back in 3 hours!,going to let the team down if I don't get this move right. Feeling like I'm going to let the team down if I don't get this move right. Feeling like I'm going to let the team down if I don't get this move right. Feeling like I'm going to let the team down if I don't get this move right
Being part of a job is a team effort,one of the worst days I have had in a while. I don't understand. :( sad.
I am stressed out! I hope my friends would help me get out of this.,list of things I have to do before I leave for Mexico is so unbelievably long.
It’s ok because I’m still going to win.,I think it's kinda sad how gray Obama has gone since he came into office. I think it's kinda sad how gray Obama has gone since he came into office.
"This week has been so stressful, but I'm thankful is about to be over",Every Seven Hills student is ready to shoot themselves before the end of this weak school year. Every Seven Hills student is ready to shoot themselves before the end of this weak school year.
A break to think about your life will help you a lot!,I know there are good days and bad days its just getting harder and harder for me to tell the difference anymore.
"It's going to be one if those eat by yourself, cry yourself to sleep with a tub of ice cream kinda nights, isn't it? So grateful for these little things that help improve my mood.",it's so much work packed into such a short time period. I'm glad it's over. I hate summer school. Only bc it's so much work compacted down into such a short time period.
Two quizzes and a challenge these days and a take a look at and quiz the next day taking 3 summer season classes in six weeks turned into a high-quality concept.,and now the post office won't give me my letter. Going to have a mental break down and now the post office won't give me my letter. Going to have a mental break down and now the post office won't give me my letter.
Have to make it through these last weeks of school because I can't wait until summer!,When your tired and you just want to give up PUSH THROUGH.
"This week is going to be the best, I am going to do so many things.",greys and glee didn't get my work done and my togas still not finished. Not a good night. Missed greys and glee didn't get my work done and my togas still not finished.
"Lord I am grateful for your gifts, I know that with your help I can overcome this.Amen.","2 weeks ago: ""I'm going to edit my folio"". last week: ""i'm going to edit my folio."" today: ""am I still going to edit my folio?"""
"Time to remember to bring or make my own drinks to work, will definitely make work a lot more bearable!",All the school work that I need to do for the end of the semester will not fit in 140 characters or less.
"As days are going by, I'm looking forward to more and more things!","To everyone who said senior year is the easiest, thanks for lying. I hate you. To everyone who said senior year is the easiest, thanks for lying. I hate you."
I would love to find an assistant to help me track my apps  to have more free time.,Seriously I'll put my bed on wheels and take it to Leeds if it means I can have my operation! NHSCrisis I'll put my bed on wheels and take it to Leeds if it means I can have my operation!
Stayed away from Twitter for a while as I've been too busy catching up on various fronts.,Hand is shaking and I'm not sure if it's because of this exam or just low iron!!!!!! Smh!
I've only had two days of class and I already wish it was winter break. Hope classes get more interesting.,Worried for my 2 presentation on the same day. Practicing now for both assignments until late nights.
It‚Äôs hard to keep kids under control but I think I‚Äôm doing a great job.,"I can't physically stay up until 1 doing schoolwork. even though I need to, my body will not let me."
"I wish I could go out, and have a few drinks after this essay's done. But it's okay, I'm sure I'll have other opportunities.",The only thing I hate about working is that I miss my First Take on espn and PTI with Around The Horn.
"I will relax and study, to have a good performance in the standardized test that will take place next week.",being ignored by that one person when you need to talk to them the most. Being ignored by that one person when you need to talk to them the most. Being ignored by that one person when you need to talk to them the most.
A good rest will improve my stomach upset.,"mark goes to London tomorrow, one less person for me to run around and look after. Hope mark goes to London tomorrow, one less person for me to run around and look after. Really hoping mark goes to London tomorrow, one less person for me to run around and look after."
"Sorry that I may not be able to watch your twitcam this time as I hae tons of things to do and I really could use your good luck, but not to worry, I'll make sure to make up for it after I am done.",Need prayers I really want to make this Washington job happen waiting on the phone call telling me come on on.
I need to get my phone fixed as soon as possible with this lock button not working.,I just completely bombed that test I have never taken a test that hard. I forgot EVERYTHING. I just completely bombed that test. I just completely bombed that test
"I need to take a break and talk to noone for a month and clear my head, that will really help me get back on track.",I go on vacation on Wednesday. It's totally cool start drinking in the morning during said vacation right?
"I'm feeling pretty bad right now, I just need to take some time to be alone and tomorrow I will be better",",, found a dog in the woods and running late for race for life., found a dog in the woods and running late for race for life. Jeep broken down, found a dog in the woods and running late for race for life. Running late for race for life, found dog in the woods and running late for race for life."
